id,iban,bic,opening_date,closing_date,owner_id
301,FR87009334832795O4MX94F3802,DNUPIQ2A,2007-03-01T08:24:21+01:00,,301
302,FR28307506023387594N6465811,AYDXUYCE,2007-05-20T02:02:52+02:00,,302
303,FR521547000394T57U605578892,FZMBCD2R,2004-03-21T10:19:35+01:00,,303
304,FR614820800812F01D1715NXI35,FBSITN2Q,2008-09-04T14:19:51+02:00,,304
305,FR1439561600080419Y98X49578,MZJVLB1Q,2006-08-01T16:47:54+02:00,,305
306,FR1420208709343546220513790,HTLRJMUQ,2011-06-07T12:22:26+02:00,,306
307,FR86024007003089E70FJ09ZL76,RNKNPG2P,2012-07-29T11:35:10+02:00,,307
308,FR2790097015400861998M92V31,KQGJLRR8,2015-06-27T18:33:02+02:00,,308
309,FR5926787490957678835Z20675,ENKZKNH5,2016-02-05T03:56:02+01:00,,309
310,FR8937002389033H06274405141,AKTQSD3W,2009-08-13T15:14:50+02:00,,310
311,FR490509095307S936116F58185,WNOBOMF6,2020-02-02T06:22:28+01:00,,311
312,FR207976847475J325Z98575S26,LCKIEC05,2022-08-07T01:29:57+02:00,,312
313,FR262083028986B0K7X98512X71,PKTWKED7,2023-07-25T02:33:57+02:00,,313
314,FR566125961656916276HD89433,PBUUUM19,2008-08-26T02:08:52+02:00,,314
315,FR6500125700748F96304Y01N63,NRYDUYZD,2017-07-17T17:04:16+02:00,,315
316,FR4283020904431175J94182B14,OVLEMNNS,2022-03-07T14:17:58+01:00,,316
317,FR0452870096738FSN87C079666,QJGDBETD,2004-02-11T04:15:46+01:00,,317
318,FR8485560601464562O3J5W5001,QURTKMAJ,2021-12-11T01:57:00+01:00,,318
319,FR35700308300739I50781F7V39,KHXTGT7C,2022-02-03T07:34:47+01:00,,319
320,FR110760200784PG379DC414959,TMIJBGHW,2012-11-28T10:45:07+01:00,,320
321,FR050050937803626937O555551,ASUVBHNP,2010-08-04T06:54:33+02:00,,321
322,FR617547080420854916P203348,UYZUSKHP,2015-09-09T16:12:32+02:00,,322
323,FR073700850027401227424Z298,HXKKTFTR,2021-01-26T09:16:14+01:00,,323
324,FR020971075105961I67MC21226,UECWPTRO,2016-12-27T18:36:13+01:00,,324
325,FR774003203995U4615379A7430,WWMFBESG,2010-07-04T15:48:02+02:00,,325
326,FR9300280570702777899920633,PJWZNGL2,2012-07-17T01:04:24+02:00,,326
327,FR387800859002766351K052204,HVMJBBZD,2007-12-05T04:19:56+01:00,,327
328,FR27906425823454T240944MX80,JZOEFM83,2018-01-21T12:31:40+01:00,,328
329,FR6400805980661194665PC6K16,CCAVTW8N,2011-05-05T00:36:07+02:00,,329
330,FR46374950005535HXH59059594,MIMITKEH,2009-06-22T23:58:37+02:00,,330
331,FR930040611094766220585OU63,GXGGPNL2,2022-12-26T14:14:00+01:00,,331
332,FR62005974021594895X4176122,MWGPBARN,2019-12-23T23:25:13+01:00,,332
333,FR193060020092973658Q0B2144,KJEFKNT7,2020-09-07T15:53:45+02:00,,333
334,FR525840794883W0V6544156Q13,MTGMYTU1,2020-03-31T23:51:06+02:00,,334
335,FR24207903423127711O1475425,JQDESLE7,2016-06-21T10:38:53+02:00,,335
336,FR238620170122628042B774919,JVWREG3R,2023-05-25T21:57:38+02:00,,336
337,FR96263074734363J8535Z39632,LOWQVGUW,2017-01-28T13:19:47+01:00,,337
338,FR272031520113Z30DY96715085,RUJRKWLS,2022-07-22T21:17:52+02:00,,338
339,FR721082104303H50J2E2P3L345,RPTZCGXO,2022-06-21T18:56:43+02:00,2024-01-05T07:15:21+01:00,339
340,FR90453876730837T75A1474F87,QJSJYT5I,2021-01-11T04:45:26+01:00,,340
341,FR9402070080913L75188884529,IZOZPL9M,2016-06-17T19:26:47+02:00,,341
342,FR3475307500380911L739V8Z53,FDBLJOR3,2019-06-08T20:36:33+02:00,,342
343,FR929029007750324864712O412,CUCZAZFS,2017-03-12T11:47:40+01:00,,343
344,FR462700617236006C935O13S62,OBJPSO8Y,2019-07-11T05:10:42+02:00,,344
345,FR31000950008036RUX89153279,TKCTBNOQ,2007-09-04T00:24:52+02:00,,345
346,FR59008200496469796Q0481R20,ZRXKKESJ,2010-11-09T07:59:23+01:00,,346
347,FR3801034080316900704S3G591,LWBFMSLC,2004-08-22T09:06:11+02:00,,347
348,FR2468105005088926568808X12,QJDOPEA6,2005-10-12T00:08:27+02:00,,348
349,FR62103017402282489X5140683,GJEWGWG4,2011-08-20T21:11:56+02:00,,349
350,FR821004240322U91128E29X194,SQKNGFF5,2020-04-16T01:00:10+02:00,,350
351,FR735097246662N190F77049894,XMFXCX6T,2013-07-01T09:29:58+02:00,,351
352,FR79075172358124435232SL677,YTPOSHRB,2016-04-23T09:46:51+02:00,,352
353,FR4800648478277798830153392,PXGNSO8C,2015-06-07T17:43:56+02:00,,353
354,FR97518035014144667080D1U53,PHBZKG4V,2017-01-18T17:46:28+01:00,,354
355,FR06400409361477600A6039L29,FTFYUGIY,2013-02-03T13:44:43+01:00,,355
356,FR36907001872933N3J36802H81,CUPMBDSP,2017-06-02T18:46:36+02:00,,356
357,FR850358390246790748PG15356,NKWWVUL9,2007-03-19T10:36:26+01:00,,357
358,FR36952029909719OU81H539721,SSOGBMN4,2019-04-22T06:22:55+02:00,,358
359,FR1533041132353814183I24482,VYMKGBJY,2005-12-26T11:58:06+01:00,,359
360,FR81600720493978329DI2B0T67,MAAGNOJT,2004-02-20T23:57:18+01:00,,360
361,FR3302069830214761888N64529,PQJSARG7,2018-11-08T23:55:41+01:00,,361
362,FR3089909170086060R7G588365,UNENSNQK,2020-09-29T07:43:19+02:00,,362
363,FR986090237782C3Q0380696112,XKFSSV5L,2015-03-07T15:36:38+01:00,,363
364,FR9200206004338440M61205I96,KYNXMUBA,2023-11-27T04:46:17+01:00,,364
365,FR212030043815041904PXC6632,DTGXMRO5,2007-09-27T09:22:36+02:00,,365
366,FR62809220048148780B50LE510,IMEBMZTM,2023-06-09T13:47:57+02:00,,366
367,FR940321071001R093R97M11196,TFUNSEDL,2014-06-30T14:47:15+02:00,,367
368,FR988588163531C84092Y179O44,MVUVAFOU,2007-05-21T00:30:04+02:00,,368
369,FR701550750631727866217IT03,FFNLAMYK,2021-01-21T03:16:56+01:00,,369
370,FR286080402018599561750E715,KLUNKNHM,2018-02-20T07:46:21+01:00,,370
371,FR380048014633733136098OU36,URSHHMU5,2022-01-26T20:42:17+01:00,,371
372,FR9500102900762M03041956A77,EZRIEGOS,2018-09-22T08:09:33+02:00,,372
373,FR340931961030J3598778U9041,CMGTMVVN,2011-09-20T07:21:53+02:00,,373
374,FR2510096903339893190912340,EYBUMHG6,2008-09-11T00:31:39+02:00,,374
375,FR56052800609649701Q7J36525,IDMTNFB8,2021-10-02T23:24:08+02:00,,375
376,FR34089800492065L15X7476365,SMZQYEZZ,2009-02-01T19:56:20+01:00,,376
377,FR110205098806275TJM9793W40,RKHNKNP5,2021-05-20T21:37:10+02:00,,377
378,FR8709938059561Z4E074210243,OCNLSGWM,2023-08-03T13:21:03+02:00,,378
379,FR2506560837809234737900938,IZAKHTBV,2023-06-25T16:04:45+02:00,,379
380,FR8285090700035032539805351,XPBECOQ4,2005-03-24T18:18:07+01:00,,380
381,FR674007607051S17OK85606387,VPPLDZC9,2016-02-29T21:07:44+01:00,,381
382,FR428420090311315V2M8T9E618,BDJPTVCG,2005-10-21T19:38:35+02:00,,382
383,FR862024501880IG6I864798506,DCEBJOI2,2009-02-06T03:37:59+01:00,,383
384,FR8207206238870092967160333,GWIRCHXG,2010-08-15T03:34:05+02:00,,384
385,FR9800880750098181O30346710,OITXSBPW,2015-03-06T07:03:51+01:00,,385
386,FR8602501630930473656835012,DAEWSXLD,2015-05-16T23:24:48+02:00,,386
387,FR955032175544990A7P96ML413,EXCBMD75,2011-06-26T15:10:15+02:00,,387
388,FR317103008974O67I80421J260,HYBDMMUQ,2022-07-04T20:04:41+02:00,,388
389,FR24740090938775179Z9072W38,VJNGTOI9,2014-01-13T00:22:00+01:00,2023-12-17T13:49:41+01:00,389
390,FR500052770377BOZ0E3475ZW78,QLMBNR7Z,2020-07-19T04:06:45+02:00,,390
391,FR080070003086I7930Z07A1675,FXFMEHPA,2023-08-10T01:45:06+02:00,2023-12-31T00:07:32+01:00,391
392,FR62040746200998D8H71152J04,MLPNSE97,2021-02-28T21:58:43+01:00,,392
393,FR4088042199652H766DB531269,BJSHFKCJ,2023-03-31T12:26:03+02:00,,393
394,FR49400090007234PW260129W03,HVDSCIYI,2023-06-29T12:02:15+02:00,,394
395,FR6450524487274208012O39684,GYUDMU2L,2013-04-17T16:13:32+02:00,2024-01-06T21:36:09+01:00,395
396,FR8969003363615633LB622C522,YTOWCVI8,2004-01-19T12:06:35+01:00,,396
397,FR7581357006121513H61510790,YKRZNEPY,2019-11-22T07:22:39+01:00,,397
398,FR514006447753LC9DS10665375,OQSQJE1B,2022-01-06T23:41:01+01:00,,398
399,FR9591048748313BUY13907Y657,UFEISC2R,2023-12-12T00:26:19+01:00,,399
400,FR9200364494921XQ6566NY1651,WEUUCGO9,2022-12-26T08:17:49+01:00,,400
401,FR969508030531849R376506826,CETDGM7Q,2023-04-01T09:52:26+02:00,,401
402,FR044514370699N43M7S0371034,IZAWSTPD,2010-06-24T15:53:43+02:00,,402
403,FR541705599797312J093935194,MFMGRO0I,2022-10-10T16:28:38+02:00,2023-12-26T15:19:35+01:00,403
404,FR385058900254VP245Y2486015,QGYAKGRB,2019-11-12T16:24:30+01:00,,404
405,FR8102429980533G517O14W3Y79,NSPQIQ7N,2020-12-31T20:26:42+01:00,,405
406,FR1284780564876069N2QG97F10,JISJNF0E,2021-03-03T01:14:51+01:00,,406
407,FR430343008272104L52790SD17,JNBIMGQG,2015-12-31T19:52:00+01:00,,407
408,FR422088360045570W022X06739,RAGHSRHQ,2023-12-22T19:58:48+01:00,,408
409,FR8401060500377J2073V501338,IPJDBM3G,2023-11-25T13:53:20+01:00,,409
410,FR650098200400T1242M6081355,DLSRNPYB,2014-12-22T06:53:56+01:00,,410
411,FR1501180071568Z36283884553,ZKGFGS6Q,2019-08-16T17:28:31+02:00,,411
412,FR811002620104PRR3177861Y93,EHJXBFAY,2012-10-30T08:26:59+01:00,,412
413,FR7116063670088170063170953,YRWSGRUG,2004-05-31T04:20:48+02:00,,413
414,FR298006606035974044A2S9569,NDFYPHWX,2013-04-04T06:09:52+02:00,,414
415,FR22108090061847VS880494126,HRCSAZJI,2014-10-10T19:16:15+02:00,2023-12-25T12:16:39+01:00,415
416,FR704010097842440IT76P23818,UXOVZAAP,2007-07-19T19:23:36+02:00,,416
417,FR9400260010122440V46T9B726,MVLXMMPD,2005-09-12T06:39:28+02:00,,417
418,FR56835085108702275977Q9602,ZFXQJMYM,2021-12-09T02:25:53+01:00,,418
419,FR4140570800818300905123W42,SEZNGQUG,2016-06-27T03:05:46+02:00,,419
420,FR76107363520273A699J728248,ORKRMLE8,2005-02-08T03:48:05+01:00,,420
421,FR3600701106893075956512680,GJYSNGQJ,2022-10-08T07:19:35+02:00,,421
422,FR09440058095403075I878G031,HOSJAU31,2005-12-28T00:30:35+01:00,,422
423,FR425331750028688548CI53006,UXTKSR6N,2014-11-13T08:33:04+01:00,,423
424,FR49003002988447LV018562144,IDKDSO0R,2022-08-30T11:23:28+02:00,,424
425,FR27002074105172A3975U55883,CDWVWS17,2011-02-22T21:17:09+01:00,,425
426,FR380603500996Z30J321867395,QSFRBRK8,2010-12-10T10:32:17+01:00,,426
427,FR56030020452604979875YM359,VLJRINVU,2017-01-25T02:19:21+01:00,2023-12-13T06:25:02+01:00,427
428,FR5100521450127T81644L04068,BRROCDTQ,2022-06-23T00:47:51+02:00,,428
429,FR816096920070311K436025249,RUVXIQID,2012-04-16T16:10:41+02:00,,429
430,FR84599064938243J8PS8186256,LKPGADKC,2022-09-28T19:10:57+02:00,2024-01-02T23:02:59+01:00,430
431,FR779086690126843L870925066,LBYGXKVM,2006-10-27T08:31:41+02:00,,431
432,FR700274513656382U6328J9875,WCIXLI88,2016-03-26T08:16:03+01:00,,432
433,FR7160020798852147EM0899C56,TZLWIRPL,2019-11-18T05:45:56+01:00,,433
434,FR1803256476808349124251437,HBYZHKHM,2018-02-05T22:13:17+01:00,,434
435,FR050655050023195890772C081,GAIHFM6E,2019-05-14T06:01:16+02:00,,435
436,FR36038007545693778R2043801,NRNJCZ49,2015-06-16T04:52:14+02:00,,436
437,FR078077100762005236O5Q7660,LVNJAZ3P,2005-03-02T03:10:31+01:00,,437
438,FR0927894329394FN296Q5IE973,OZOCGNY8,2019-04-18T04:21:06+02:00,,438
439,FR3402006006616094720580988,FYINATMT,2004-10-29T10:31:52+02:00,2024-01-03T04:00:53+01:00,439
440,FR980081021006XW0Y75841O311,KMOQMG9C,2005-07-02T05:56:43+02:00,2024-01-02T17:46:02+01:00,440
441,FR4340707598009U8736696X904,PPFSAGBJ,2010-01-20T16:32:18+01:00,,441
442,FR9740869100219745707829596,XPTKKZRK,2011-05-14T03:32:45+02:00,,442
443,FR1640098985740I286273E7398,CMAEADNA,2018-01-20T11:26:42+01:00,,443
444,FR3640036066438H47CD4920H86,QHMOBBLW,2019-08-08T01:56:08+02:00,,444
445,FR83908000651023B9C6W671787,YUORYTJX,2006-05-18T15:13:08+02:00,,445
446,FR0250080507126101138708C07,ARFHPKZZ,2020-02-29T03:33:29+01:00,,446
447,FR140228005867F5I9490DY2142,XVKDSGVV,2006-06-06T18:22:36+02:00,2023-12-30T00:33:54+01:00,447
448,FR303720990141RN361K05I9158,GKZRRU72,2017-08-31T02:26:44+02:00,,448
449,FR8462577100153Y0C5R7Z70216,MOYOKE6A,2007-04-20T08:15:46+02:00,,449
450,FR0200310694304906M27334480,UMXGEGWF,2021-04-19T18:47:47+02:00,2024-01-10T07:55:32+01:00,450
451,FR1588914570777H11657T79620,QIKKJOO8,2023-01-19T00:09:25+01:00,,451
452,FR530068209007TU2MV83589I88,BTKXSI9N,2014-12-30T10:25:39+01:00,,452
453,FR0704003506562206380190657,MQKDITPZ,2005-02-19T01:37:51+01:00,,453
454,FR182190038807110W056J09P52,UOIVMDQM,2010-07-01T10:05:27+02:00,,454
455,FR260100790021708148722R847,ZNLZUA4K,2019-10-02T07:56:26+02:00,,455
456,FR24090989565289902C8746611,NPYWKH36,2006-04-29T05:41:15+02:00,,456
457,FR630094008075S584395089868,RVIYDZOZ,2007-05-29T23:54:20+02:00,,457
458,FR5230057103002682A246Y1019,VDVWIMZ6,2008-06-04T14:38:59+02:00,,458
459,FR43556541140067K8159534641,ITCOLSUM,2018-03-05T13:34:59+01:00,,459
460,FR075240380530775414846V742,NYQXAX0V,2016-12-20T10:14:27+01:00,,460
461,FR4351292300599C8AN27020687,RYBAKWYV,2008-04-26T22:28:51+02:00,,461
462,FR410019841681139033M9W5S31,RGEITR67,2004-04-02T22:25:09+02:00,,462
463,FR6879300200917QIF6N437MR44,BYMYTJZK,2023-02-22T01:56:25+01:00,,463
464,FR8500603103784GT9750097775,VBJGAUXT,2007-05-03T07:26:39+02:00,,464
465,FR76671097300544L554Q348448,THIZGF60,2015-02-13T01:01:59+01:00,,465
466,FR20251202271576J0141342566,EJAMNF75,2012-08-01T05:07:18+02:00,,466
467,FR96003040025414423Z7CA6H00,ZTGBAWNH,2022-10-20T12:54:40+02:00,,467
468,FR070068000638I1E649CS91338,DNONGSSG,2013-06-24T19:26:57+02:00,,468
469,FR30521506500995IW8B7U5I986,JLTWCWTP,2019-03-17T18:07:08+01:00,,469
470,FR357790800971L41832G972209,CUYEMWKP,2006-11-29T18:47:06+01:00,,470
471,FR33085400193568160387L9526,QXUCMMU5,2009-05-01T20:09:00+02:00,,471
472,FR6906560150040628616977521,ZZMXREUD,2018-11-11T01:32:15+01:00,,472
473,FR316270369840E940851324425,REZEIQ0Z,2012-09-05T03:49:36+02:00,,473
474,FR57008276001475095XC65O841,QMMZCKSZ,2012-10-20T04:25:03+02:00,,474
475,FR7310001100447H164U8257403,DFKNNOIC,2012-05-09T00:58:50+02:00,2023-12-18T22:36:39+01:00,475
476,FR0851000748133968275Y40818,EDLLCYFG,2014-04-20T14:57:51+02:00,,476
477,FR26070900404249W27LV776963,MOXZAQX1,2017-04-10T12:05:33+02:00,,477
478,FR48398173908681915ZY1D3673,IUJMLVSU,2020-12-20T15:37:57+01:00,,478
479,FR24478008062628Q6619098O11,NHPLSHX2,2023-12-26T06:35:55+01:00,,479
480,FR64597100227045YFG680P6369,DQKMTGAS,2020-01-09T22:24:43+01:00,,480
481,FR251020760907Y1VD525R63929,QUAMAO7X,2009-02-11T03:18:37+01:00,2024-01-06T18:07:57+01:00,481
482,FR54997200984598602527U9133,RKJTDEA9,2016-07-01T04:35:01+02:00,,482
483,FR2402200900496C226UYB96739,AWMGKZMQ,2004-03-13T02:34:01+01:00,,483
484,FR661070983846556VRV6OXI975,MGCVKIJW,2020-09-29T18:34:26+02:00,,484
485,FR29021290016068Q9MP1861698,JWBDBSTA,2016-02-13T02:17:21+01:00,,485
486,FR630403580146045552366U388,YDFNUSEM,2020-05-31T20:11:30+02:00,,486
487,FR8400624050576185QJ4548724,RUHDPRIJ,2017-03-16T11:32:18+01:00,,487
488,FR7912908242061899I86X69878,TCOMSNWB,2005-02-25T05:27:52+01:00,,488
489,FR278070300520024S453Q27Q26,RCSPCUHP,2020-07-15T02:56:50+02:00,,489
490,FR34707507500743691N1946083,TCSHJEQ9,2009-01-02T10:31:48+01:00,,490
491,FR7600800016339980P14892L76,EHKGRO66,2019-01-21T18:40:00+01:00,,491
492,FR81308700808904117459AO226,XYXQSDUR,2011-01-29T22:52:14+01:00,,492
493,FR090051005774365493643B649,XVKOVUO9,2009-07-16T23:10:01+02:00,,493
494,FR15870323407341B14B2P83276,GUULMEKB,2018-03-21T12:31:27+01:00,,494
495,FR8317049603301153892PG2O97,CTTSSCNL,2016-01-27T14:46:29+01:00,,495
496,FR17306004071549526571Y9603,OFUJSTW1,2013-12-10T15:05:52+01:00,,496
497,FR575604100576672D8339Y5902,NIWPWF7T,2018-11-08T03:39:16+01:00,,497
498,FR9090706160588S664L0989646,HYNINZSU,2005-11-23T07:13:47+01:00,,498
499,FR6500871004681ML015M184335,TXZBPTU6,2019-03-27T05:39:18+01:00,2023-12-25T01:10:56+01:00,499
500,FR282848120123K1Q79F1467I85,DTENCFZS,2019-08-05T23:55:34+02:00,,500
501,FR653306852789P07P5804M8232,YMLVNRSF,2013-10-04T08:11:32+02:00,,501
502,FR697008300829168BE49023S79,EZKZXKVZ,2011-08-19T00:18:28+02:00,,502
503,FR586072043782T5A5429260380,LPCUPYFA,2011-07-16T05:17:52+02:00,,503
504,FR523800513311610511755P908,DOPAMQNA,2015-03-02T14:06:08+01:00,,504
505,FR3106550405903430YU9946412,DCTYCWFS,2022-05-26T07:06:58+02:00,,505
506,FR78710051300744C02RAN30151,JZNQCO7D,2005-07-29T01:42:56+02:00,,506
507,FR500920850032O8177955I1552,VPMJTDFA,2018-10-25T06:00:33+02:00,,507
508,FR718900750074713I25GX85677,ZMYQLS37,2023-10-13T07:52:35+02:00,,508
509,FR4023333600772PE8840597845,MJZPVN9B,2021-06-01T05:07:56+02:00,,509
510,FR570090321322M23Y305897337,UDUMJMBH,2006-10-31T02:36:24+01:00,,510
511,FR5239008073751086825224C21,KQQWOMK6,2021-02-24T16:35:25+01:00,,511
512,FR150707265918346724R104946,NCFCTWRQ,2019-08-17T04:22:20+02:00,,512
513,FR4997240321221950037I40838,RJVASZ6V,2009-11-07T23:42:20+01:00,,513
514,FR9560022000903900313080674,SDEICNHD,2005-05-10T04:33:01+02:00,,514
515,FR64906004040064C2542D12X86,OZQIVAQE,2005-08-10T14:19:49+02:00,,515
516,FR540100113050WO08343738574,QIAMTLEP,2012-08-04T03:29:33+02:00,,516
517,FR02887371493422H683F665841,OJFKPMM2,2008-04-02T09:57:14+02:00,,517
518,FR980018130310A686802059385,DOEPCUQ6,2006-08-22T10:53:22+02:00,,518
519,FR625912016207I7P284X572225,OKPOSNCW,2011-05-12T08:42:51+02:00,,519
520,FR1345634587660469147472H30,QGKTPG8H,2005-05-02T00:19:59+02:00,,520
521,FR5543090203385E19163735C35,CYGWWSOX,2020-05-18T11:29:02+02:00,,521
522,FR286081708194409552211F551,IUNFTV58,2019-07-26T07:40:18+02:00,,522
523,FR3130173609290051NWP4O8293,NSQZCOX3,2020-10-22T20:03:18+02:00,,523
524,FR4800230030931696074720205,TQTYTG2W,2020-01-06T16:30:01+01:00,,524
525,FR2338064440188I5683763OM80,BCBBIL56,2024-01-02T12:29:45+01:00,,525
526,FR54474603100686098231K5538,GMWBSGBB,2007-07-24T13:32:45+02:00,,526
527,FR5580730034821518HW6039190,FAGVSYY0,2020-12-17T05:49:11+01:00,,527
528,FR030028046206C705P4857H309,GFRNGUV9,2019-06-06T14:16:11+02:00,,528
529,FR4900480772461E6431B737778,WFFDAGRG,2009-02-22T00:37:31+01:00,,529
530,FR50088593001360E8LL7015N05,YCXZGBZI,2005-12-04T09:46:50+01:00,,530
531,FR081166030402UM0UK8507Y591,WWZRSV67,2019-09-06T08:54:42+02:00,,531
532,FR331623926003704HZ50589664,FPROSIEU,2018-07-11T07:33:32+02:00,,532
533,FR35057104913354K55Y3533752,TWCFCK3B,2006-05-12T08:53:29+02:00,,533
534,FR6044090340012H4H6N8H03R62,DDULBBCN,2021-01-24T08:28:49+01:00,2023-12-19T03:33:18+01:00,534
535,FR35030888075776077370V2175,AZUAKZN4,2015-11-06T20:50:09+01:00,,535
536,FR560065351463Q1268G5598809,MXHTMFJD,2004-06-14T03:54:24+02:00,,536
537,FR9111651014881702097773424,HSJTBMC4,2020-07-14T03:42:20+02:00,,537
538,FR4716454810812N64061883165,BQWZCCW2,2016-05-16T14:03:07+02:00,,538
539,FR070414040925487947730Z884,GQJQCGTD,2019-07-22T23:04:02+02:00,2023-12-15T00:32:45+01:00,539
540,FR880104701635O8C5931231493,KVZXINJ6,2006-09-07T23:35:50+02:00,,540
541,FR864404958675GL73662486852,RYMVMM1W,2011-08-16T15:59:31+02:00,,541
542,FR771508807688J245454058668,VIKCUGX8,2018-12-04T19:12:08+01:00,,542
543,FR251649003003XN0UZ0344R304,OZNXSY4J,2018-06-28T01:47:14+02:00,,543
544,FR08003000606266Z101572F860,EXPIIQCG,2017-01-28T17:47:16+01:00,,544
545,FR34700900608224821N4387859,BQDRCCBI,2009-07-24T17:08:03+02:00,,545
546,FR940500214891NX5618JX43788,NYZZGYLR,2016-06-10T18:42:51+02:00,,546
547,FR8025019050187TI1637794145,PXFAJOF9,2013-12-02T06:37:16+01:00,,547
548,FR369008226006484G891898106,SHQUVGAI,2009-09-06T23:22:45+02:00,,548
549,FR03800631007801U2384148128,PENYPWSO,2022-09-15T18:40:59+02:00,,549
550,FR220050067341S3408QG05E375,JKGETNIK,2014-10-04T16:01:06+02:00,,550
551,FR690800780075424W954PE3624,ZSALHTQF,2016-05-16T16:16:19+02:00,,551
552,FR5600746003396509P65599627,GKTUIRSV,2015-02-21T12:40:52+01:00,,552
553,FR53006207449886U2X02772195,TPRSMG34,2015-11-28T19:30:41+01:00,,553
554,FR94956002072069I61U3330244,VVXPSBHD,2005-06-04T03:53:55+02:00,,554
555,FR4200600030416H62867665489,CUBNMT17,2017-04-08T09:04:53+02:00,,555
556,FR0500500784700P74L12910455,RTSSMPLR,2017-09-01T10:18:50+02:00,,556
557,FR92300205919579848676H0139,SMNDKPBE,2008-09-28T07:50:29+02:00,,557
558,FR52005010565256592P4175897,MNKSFO66,2005-05-24T23:36:47+02:00,,558
559,FR108610020080302RS2457UD94,JEPUWFZF,2016-05-28T15:36:28+02:00,,559
560,FR24009505283478R8587437475,EYAKBN70,2008-04-16T15:25:24+02:00,,560
561,FR923095057829A1T7437901525,FNGGAWFU,2008-06-03T07:16:40+02:00,,561
562,FR812266002700K67G7R9806324,WUAXPFUP,2023-08-14T13:07:09+02:00,,562
563,FR1559095015784796K9G89K525,AENJINS1,2008-05-26T23:17:05+02:00,,563
564,FR638601020042466C73P8A3133,OQFUMYDC,2013-05-25T11:02:38+02:00,,564
565,FR497200163690029935U0D2269,HISOILIP,2012-06-06T06:02:11+02:00,,565
566,FR46794302364782112VNH06653,YSGRBVDY,2005-02-20T19:15:21+01:00,,566
567,FR6700100225951730318397403,AIHKZA8J,2023-01-31T19:34:26+01:00,,567
568,FR93400173580285288T2266614,UQLCMT9G,2020-06-08T23:40:44+02:00,,568
569,FR553040213608GP456354KN649,WDYALTOV,2009-05-04T04:16:34+02:00,,569
570,FR3082303848103N6D557352878,EHZPSVSE,2010-11-21T07:43:17+01:00,2023-12-30T21:19:46+01:00,570
571,FR6260504503526P9N3640Q1547,XCWWMTMB,2020-10-25T04:23:19+01:00,,571
572,FR8560070020820944081423N70,ZVREBDUH,2007-10-27T21:22:22+02:00,,572
573,FR210070072014U40P320Q03115,XOBGGLKA,2008-07-08T09:26:40+02:00,,573
574,FR910040035223VX067QA2S6002,DZULGLGV,2019-02-11T08:11:36+01:00,,574
575,FR616002006824416277S569748,BQGGTORM,2010-10-15T09:11:29+02:00,,575
576,FR2730607600894G39646MB7801,BGNEDKPQ,2017-05-03T22:27:12+02:00,,576
577,FR717231100665644P10469F492,CIGTKN3I,2013-11-05T10:56:11+01:00,,577
578,FR570503401006J342872451V61,FTVPMG6F,2023-07-10T04:57:33+02:00,,578
579,FR47705100154933981588F2490,UUNQEEVQ,2006-10-24T03:19:27+02:00,,579
580,FR775158057375JQ998683XO683,SMJJNCNM,2019-05-09T23:59:55+02:00,,580
581,FR624480096573952218X827125,QUBVPW13,2010-11-10T17:32:18+01:00,,581
582,FR49125505746585961QH079259,ZGEOJPF4,2018-07-28T18:25:04+02:00,,582
583,FR1860300709767059597D4FQ12,LIDTHU7V,2006-06-01T12:05:43+02:00,,583
584,FR07016508662192987814J8042,ICTEMUFL,2014-11-17T08:47:07+01:00,,584
585,FR417045007982H447721451065,QPZSLBRW,2013-03-04T19:00:02+01:00,,585
586,FR174470059053A041210128H80,ARAPPKYA,2022-11-13T18:18:34+01:00,,586
587,FR73200100764067U98H78KF515,QEYRGUIR,2017-07-18T03:51:40+02:00,,587
588,FR190924535055M4L571V13Y556,YLJFMCXK,2020-05-08T16:04:26+02:00,,588
589,FR325404240087S17TH33690797,VYHAKRO8,2014-08-15T15:19:53+02:00,,589
590,FR978005554126R0E88VP898834,BBNACK1G,2016-06-07T10:11:40+02:00,,590
591,FR17004003940527426885H7287,VAPDAWZH,2016-08-11T01:18:45+02:00,,591
592,FR707981005517708K77J1A4193,ZHZZBJDC,2021-01-28T23:06:46+01:00,,592
593,FR520546030600X60C60J143711,JOSBKGGN,2008-05-14T08:07:14+02:00,,593
594,FR9802214105008954163689177,XVAXLUUJ,2022-06-28T18:53:25+02:00,2023-12-31T10:29:39+01:00,594
595,FR5740005090054243335841756,XYXJPNO5,2021-07-04T23:13:12+02:00,,595
596,FR047140614363G1910O23QT738,AIUGLKNA,2015-02-12T09:55:02+01:00,,596
597,FR507099080349977I95SSF3186,UQABCDJ6,2021-02-14T10:51:16+01:00,,597
598,FR38786600945350380MB534740,GRASDK3D,2016-10-04T23:16:16+02:00,,598
599,FR13509004090962Y05408R7463,QZFOCVYZ,2017-06-13T02:07:58+02:00,,599
600,FR53008100526845C5274H22427,ARSHHTF6,2017-02-28T02:30:39+01:00,,600
601,FR3000498002114R1R93Q8O7881,QVPFHRXH,2023-10-19T01:40:00+02:00,,601
602,FR6545704022935W72493149Q96,PXXFBTVR,2015-11-22T05:49:29+01:00,,602
603,FR90005742700736A126N026452,CZWHUSRY,2008-05-10T14:26:24+02:00,,603
604,FR64107060499644480JUG65493,BDGNTRFQ,2016-05-19T06:11:50+02:00,,604
